index,Name,Mass,Amp 44,Area 44,sample,age1,age_end,age2,path_name,path_num,d13c,d18o,age_lin_raw,age_lin,age_xray,age2_is_integer,age_bayes,age_bayes_lower,age_bayes_upper,age_uncertainty
366,Path I 28A,0.256,11865.0,143.105,I 28A,1.0,,47.0,I,28,-1.226438460450438,25.422826293145075,46.333333333333336,46.333333333333336,1975.1499999999999,True,1975.2205751658068,1975.149625970078,1975.2935394785356,0.14391350845767192
367,Path I 29A,0.202,10084.0,121.554,I 29A,,,,I,29,-1.0304478771172076,25.699683574591266,,46.458333333333336,1975.2749999999999,False,1975.3671887100008,1975.2756369747285,1975.4648223313334,0.18918535660486668
368,Path I 30A,0.2,9076.0,109.255,I 30A,,,,I,30,-1.0488818706614014,25.916519331749928,,46.583333333333336,1975.3999999999999,False,1975.5136858613046,1975.4081555572056,1975.6227400343505,0.21458447714485374
369,Path I 31A,0.262,12039.0,147.021,I 31A,,,,I,31,-1.0708517278407064,25.817052939724725,,46.708333333333336,1975.5249999999999,False,1975.6608019859586,1975.548699213317,1975.7703849779869,0.22168576466992818
370,Path I 32A,0.202,9272.0,111.666,I 32A,,47.0,,I,32,-1.433514945401862,25.60094086075272,46.833333333333336,46.833333333333336,1975.6499999999999,False,1975.8090933445383,1975.7028458635705,1975.9078892019784,0.20504333840790423
371,Path I 33A,0.258,11728.0,141.228,I 33A,,,,I,33,-1.5323267539616563,25.49818196332143,,47.083333333333336,1975.8999999999999,False,1975.9564793870259,1975.8609410715403,1976.042944274356,0.182003202815622
372,Path I 34A,0.214,10084.0,121.548,I 34A,1.0,,48.0,I,34,-1.724998542757442,25.424552965663214,47.333333333333336,47.333333333333336,1976.1499999999999,True,1976.1028683503507,1976.0320762879562,1976.1710848066245,0.13900851866833364
373,Path I 35A,0.26,12126.0,146.226,I 35A,,,,I,35,-1.7051156397189744,25.549271079479205,,47.41666666666667,1976.2333333333333,False,1976.2115411710743,1976.1313360415122,1976.2914068016325,0.16007076012033394
374,Path I 36A,0.216,9144.0,110.221,I 36A,,,,I,36,-1.9748542905695143,25.741650199419983,,47.5,1976.3166666666666,False,1976.3196408724302,1976.235029285031,1976.4068386476467,0.17180936261570423
375,Path I 37A,0.272,11939.0,145.707,I 37A,,,,I,37,-2.0238023791662973,25.901118186040055,,47.583333333333336,1976.3999999999999,False,1976.430297466874,1976.3378149661398,1976.5273702351615,0.1895552690216391
376,Path I 38A,0.204,9021.0,108.417,I 38A,,,,I,38,-1.431621535628894,26.011017922395304,,47.66666666666667,1976.4833333333333,False,1976.5383656273273,1976.4487799508418,1976.6343479935683,0.18556804272657246
377,Path I 39A,0.242,12005.0,144.808,I 39A,,,,I,39,-1.4150704370163196,25.738400658024705,,47.75,1976.5666666666666,False,1976.6480618647865,1976.5555536248705,1976.7400595178156,0.18450589294502606
378,Path I 40A,0.202,9160.0,110.244,I 40A,,48.0,,I,40,-1.431268486464299,25.581011568692,47.833333333333336,47.833333333333336,1976.6499999999999,False,1976.7572571229666,1976.668644872833,1976.8523316833666,0.1836868105335725
379,Path I 41A,0.206,8930.0,107.349,I 41A,,,,I,41,-1.4807789281257373,25.44699710451953,,47.958333333333336,1976.7749999999999,False,1976.8661756559318,1976.7760223588466,1976.9621571094485,0.18613475060192286
380,Path I 42A,0.22,9671.0,116.503,I 42A,,,,I,42,-1.5100607499674263,25.346072339707995,,48.083333333333336,1976.8999999999999,False,1976.9761359925337,1976.8882002076184,1977.0661773287115,0.1779771210931358
381,Path I 43A,0.214,10215.0,123.087,I 43A,,,,I,43,-1.7180932453126294,25.410807987428107,,48.208333333333336,1977.0249999999999,False,1977.0852550758436,1977.0007176872314,1977.1657737606363,0.16505607340491224
382,Path I 44A,0.208,9698.0,116.854,I 44A,1.0,,49.0,I,44,-1.9288654042118605,25.488283415769228,48.333333333333336,48.333333333333336,1977.1499999999999,True,1977.1927207040449,1977.1175406842983,1977.2677184743231,0.15017779002482712
383,Path I 45A,0.23,9416.0,113.385,I 45A,,,,I,45,-2.384266034491497,25.754026538560325,,48.458333333333336,1977.2749999999999,False,1977.3298337561546,1977.2416488675428,1977.4241881496919,0.1825392821490368
384,Path I 46A,0.268,10955.0,131.824,I 46A,,,,I,46,-2.2495827301033016,25.808273759885253,,48.583333333333336,1977.3999999999999,False,1977.466703426268,1977.363777799451,1977.5708650762153,0.20708727676424132
385,Path I 47A,0.252,10909.0,131.406,I 47A,,,,I,47,-1.800783739852589,25.75647518672855,,48.708333333333336,1977.5249999999999,False,1977.6002499964707,1977.501091820727,1977.7052621480598,0.20417032733280394
386,Path I 48A,0.24,10477.0,126.25,I 48A,,49.0,,I,48,-1.5137262542130598,25.657626815474146,48.833333333333336,48.833333333333336,1977.6499999999999,False,1977.7383170451224,1977.630786210544,1977.8423923139305,0.21160610338642982
387,Path I 49A,0.262,10739.0,129.433,I 49A,,,,I,49,-1.355486624585172,25.296435987980818,,49.0,1977.8166666666666,False,1977.8744257983578,1977.7655112656832,1977.9775653233226,0.21205405763930685
388,Path I 50A,0.206,8690.0,104.657,I 50A,,,,I,50,-1.8347002644397894,25.278173278912636,,49.16666666666667,1977.9833333333333,False,1978.010920272984,1977.9175554636404,1978.102163137984,0.18460767434362424
389,Path I 51A,0.228,10943.0,133.41,I 51A,1.0,,50.0,I,51,-1.470984875332863,25.46561694566819,49.333333333333336,49.333333333333336,1978.1499999999999,True,1978.1473739016665,1978.0734862612428,1978.2209197844522,0.14743352320942904
390,Path I 52A,0.216,10010.0,120.592,I 52A,,,,I,52,-0.9600604852850865,25.48165443945418,,49.43333333333334,1978.25,False,1978.2755978816429,1978.1868983349168,1978.3627484745125,0.1758501395956955
391,Path I 53A,0.23,11521.0,140.66,I 53A,,,,I,53,-1.4136370069979294,25.50710986473676,,49.53333333333334,1978.35,False,1978.4026952416316,1978.3032668111366,1978.502832961081,0.1995661499443031
392,Path I 54A,0.222,10427.0,125.43,I 54A,,,,I,54,-1.8203182019256974,25.765948400588705,,49.63333333333333,1978.45,False,1978.531692182104,1978.4250812428588,1978.640751473542,0.21567023068314484
393,Path I 55A,0.246,11334.0,136.56,I 55A,,,,I,55,-1.3154459305129877,25.8377704060629,,49.733333333333334,1978.55,False,1978.6602396409064,1978.5502719851297,1978.7625966082687,0.21232462313901124
394,Path I 56A,0.224,9736.0,117.21,I 56A,,50.0,,I,56,-1.4420506797472759,25.756478091055623,49.833333333333336,49.833333333333336,1978.6499999999999,False,1978.785890980088,1978.6805818229764,1978.8909745433516,0.21039272037523915
395,Path I 57A,0.208,5191.0,59.562,I 57A,,,,I,57,-1.5411904851620117,25.25652973283574,,50.0,1978.8166666666666,False,1978.9151559743393,1978.8142660700314,1979.0095733739347,0.19530730390329154
396,Path I 58A,0.216,9437.0,108.588,I 58A,,,,I,58,-1.4324807483790736,25.26279897319087,,50.16666666666667,1978.9833333333333,False,1979.0428325281123,1978.9526071024516,1979.1294651488593,0.17685804640768765
397,Path I 59A,0.26,10736.0,123.346,I 59A,1.0,,51.0,I,59,-1.5915266601150995,25.34057545005525,50.333333333333336,50.333333333333336,1979.1499999999999,True,1979.17060749859,1979.0921008741711,1979.2431228558892,0.15102198171803138
398,Path I 60A,0.274,10910.0,125.543,I 60A,,,,I,60,-1.689712262772221,25.41610257567799,,50.458333333333336,1979.2749999999999,False,1979.311685825202,1979.219922296734,1979.4130109906853,0.1930886939512675
399,Path I 61A,0.228,9207.0,106.001,I 61A,,,,I,61,-1.9803414337945058,25.653618343370535,,50.583333333333336,1979.3999999999999,False,1979.4523252982767,1979.3507723640123,1979.5662751614311,0.2155027974188215
400,Path I 62A,0.208,8658.0,99.369,I 62A,,,,I,62,-1.638206623600016,25.870994405513557,,50.708333333333336,1979.5249999999999,False,1979.5958792246765,1979.4859520454868,1979.7084235735608,0.22247152807403836
401,Path I 63A,0.236,10218.0,117.332,I 63A,,51.0,,I,63,-1.6680974406113243,25.981176162042292,50.833333333333336,50.833333333333336,1979.6499999999999,False,1979.7383787702133,1979.6281620863876,1979.8422414760273,0.21407938963966444
402,Path I 64A,0.222,10109.0,116.255,I 64A,,,,I,64,-1.4369191061936435,25.821162762828184,,51.0,1979.8166666666666,False,1979.8803899920435,1979.7723926903946,1979.9819505954044,0.2095579050098877
403,Path I 65A,0.208,9735.0,111.919,I 65A,,,,I,65,-1.1693557035996704,25.624812626588085,,51.16666666666667,1979.9833333333333,False,1980.0208145576123,1979.9283096259348,1980.1105736811896,0.18226405525479095
404,Path I 66A,0.254,11385.0,131.036,I 66A,1.0,,52.0,I,66,-0.9638619950573131,25.473515813957615,51.333333333333336,51.333333333333336,1980.1499999999999,True,1980.1624508455684,1980.0871416220657,1980.2339404654954,0.14679884342967853
405,Path I 67A,0.218,10203.0,117.533,I 67A,,,,I,67,-1.287564924859744,25.5361665554378,,51.583333333333336,1980.3999999999999,False,1980.3172307788855,1980.2249727729602,1980.4191295091236,0.19415673616344975
406,Path I 68A,0.216,9359.0,107.518,I 68A,,52.0,,I,68,-1.5289684460252462,25.904723958172934,51.833333333333336,51.833333333333336,1980.6499999999999,False,1980.4722030435482,1980.3709272466556,1980.5964781153773,0.2255508687217116
407,Path I 69A,0.216,8878.0,101.978,I 69A,,,,I,69,-1.546556873199315,25.78329454409306,,51.958333333333336,1980.7749999999999,False,1980.6297245464302,1980.5177751250724,1980.7521012966563,0.23432617158391622
408,Path I 70A,0.214,9504.0,109.525,I 70A,,,,I,70,-1.6128373156668219,25.518823616708143,,52.083333333333336,1980.8999999999999,False,1980.7904411396298,1980.6749104567857,1980.8999903338824,0.22507987709673216
409,Path I 71A,0.266,11707.0,134.882,I 71A,,,,I,71,-1.010384363220326,25.429281610731145,,52.208333333333336,1981.0249999999999,False,1980.9485866855343,1980.8453797708926,1981.0442618259317,0.19888205503912104
410,Path I 72A,0.218,9487.0,109.059,I 72A,1.0,,53.0,I,72,-1.6694416090467428,25.406578686317907,52.333333333333336,52.333333333333336,1981.1499999999999,True,1981.1051933453869,1981.0344492854279,1981.1772180308647,0.14276874543679696
411,Path I 73A,0.198,8472.0,97.477,I 73A,,,,I,73,-1.2281799524066368,25.615523587123903,,52.44444444444445,1981.261111111111,False,1981.2235107054526,1981.1414093541275,1981.3100376563132,0.1686283021856525
412,Path I 74A,0.212,10669.0,122.829,I 74A,,,,I,74,-1.8809008988252733,25.67042868860495,,52.55555555555556,1981.3722222222223,False,1981.3416445637513,1981.25349906143,1981.4352452712374,0.18174620980744294
413,Path I 75A,0.208,9689.0,111.261,I 75A,,,,I,75,-1.3526417362386676,25.60461703777975,,52.66666666666667,1981.4833333333333,False,1981.461214180169,1981.3640965093077,1981.5575636959195,0.19346718661176965
414,Path I 76A,0.216,11153.0,128.412,I 76A,,,,I,76,-1.2012744337903467,25.454083061676776,,52.77777777777778,1981.5944444444444,False,1981.5801200589626,1981.4822168585101,1981.6800254857033,0.19780862719312609
415,Path I 77A,0.212,10959.0,126.092,I 77A,,,,I,77,-1.6247104810239352,25.295639301020557,,52.88888888888889,1981.7055555555555,False,1981.700647926631,1981.5981550039905,1981.797547831214,0.19939282722339158
416,Path I 78A,0.248,12118.0,139.597,I 78A,,,,I,78,-1.7056689291431453,25.242721560449546,,53.0,1981.8166666666666,False,1981.818809324935,1981.71643712723,1981.91754341882,0.20110629159012205
417,Path I 79A,0.218,10580.0,121.897,I 79A,,,,I,79,-1.6062898028841608,25.302288807923535,,53.111111111111114,1981.9277777777777,False,1981.9397653743313,1981.8461943734621,1982.0337338914946,0.18753951803250857
418,Path I 80A,0.238,11842.0,136.394,I 80A,,,,I,80,-1.5567960882221556,25.353332356191068,,53.22222222222222,1982.0388888888888,False,1982.0569848863224,1981.9735090198592,1982.1406469938622,0.1671379740030261
419,Path I 81A,0.232,11074.0,127.796,I 81A,1.0,,54.0,I,81,-1.616555597796511,25.529044444415977,53.333333333333336,53.333333333333336,1982.1499999999999,True,1982.1742065851201,1982.105126053739,1982.2489579730498,0.1438319193107418
420,Path I 82A,0.24,13925.0,160.993,I 82A,,,,I,82,-1.5854465103896578,25.4821128223853,,53.458333333333336,1982.2749999999999,False,1982.304431570088,1982.2183358935226,1982.3952740123743,0.17693811885169453
421,Path I 83A,0.27,13476.0,155.633,I 83A,,,,I,83,-1.3200626587355158,25.329849169287908,,53.583333333333336,1982.3999999999999,False,1982.4349933048911,1982.34085803244,1982.5362494890344,0.1953914565942796
422,Path I 84A,0.212,10022.0,115.597,I 84A,,,,I,84,-1.394028075406798,25.36626642627819,,53.708333333333336,1982.5249999999999,False,1982.5655215742638,1982.467191988688,1982.6680278223062,0.20083583361815727
423,Path I 85A,0.196,7797.0,89.697,I 85A,,,,I,85,-1.508254055811002,25.243846736816415,,53.833333333333336,1982.6499999999999,False,1982.6962908646865,1982.5907428493929,1982.803319118419,0.21257626902615812
424,Path I 86A,0.246,14610.0,169.094,I 86A,,,,I,86,-1.555874957568443,25.32863556116919,,53.958333333333336,1982.7749999999999,False,1982.8271531180262,1982.7173773520103,1982.9333101716986,0.21593281968830524
425,Path I 87A,0.278,13255.0,153.415,I 87A,,,,I,87,-1.2774298907831438,25.580252037088403,,54.083333333333336,1982.8999999999999,False,1982.957208384807,1982.8531154659297,1983.0565863420918,0.20347087616210047
426,Path I 88A,0.244,13066.0,151.045,I 88A,,,,I,88,-0.952424699152703,25.816052949869523,,54.208333333333336,1983.0249999999999,False,1983.0884912616143,1982.9945749108945,1983.1783655697059,0.18379065881140377
427,Path I 89A,0.304,14621.0,169.429,I 89A,1.0,,55.0,I,89,-0.8097457871968301,25.748964396625304,54.333333333333336,54.333333333333336,1983.1499999999999,True,1983.2174161118032,1983.1379545698524,1983.296795266983,0.15884069713069948
428,Path I 90A,0.302,14282.0,165.411,I 90A,,,,I,90,-1.1179852043254734,25.55836552902966,,54.583333333333336,1983.3999999999999,False,1983.438224972711,1983.3077741628317,1983.6037354362566,0.2959612734248367
429,Path I 91A,0.194,8942.0,103.099,I 91A,,,,I,91,-1.0889245505874,25.537728883103412,,54.833333333333336,1983.6499999999999,False,1983.6726585146462,1983.498068500467,1983.8362327481555,0.3381642476883826
430,Path I 92A,0.31,14344.0,166.112,I 92A,,,,I,92,-1.0573336135743505,25.59769392323688,,55.083333333333336,1983.8999999999999,False,1983.9088968009096,1983.7342095719712,1984.030935882392,0.29672631042080866
431,Path I 93A,0.25,13115.0,153.295,I 93A,1.0,,56.0,I,93,-1.0866895230390996,25.788945463229755,55.333333333333336,55.333333333333336,1984.1499999999999,True,1984.1274356465583,1984.0516351111587,1984.2107056026452,0.1590704914865455
432,Path I 94A,0.304,14971.0,175.481,I 94A,,,,I,94,-1.3723507752297546,25.703426050394885,,55.47619047619048,1984.292857142857,False,1984.2800995081452,1984.1777071010652,1984.3855265918016,0.2078194907364832
433,Path I 95A,0.298,14250.0,164.987,I 95A,,,,I,95,-1.1058732273173977,25.322816391360814,,55.61904761904762,1984.4357142857143,False,1984.4311646259857,1984.3261286467844,1984.5554222656883,0.2292936189039665
434,Path I 96A,0.272,12636.0,146.142,I 96A,,,,I,96,-1.0409812531011593,25.328361152335617,,55.761904761904766,1984.5785714285714,False,1984.5837135549682,1984.4648489552446,1984.7053474191637,0.24049846391903884
435,Path I 97A,0.6,11655.0,134.617,I 97A,,,,I,97,-1.4191741784632343,25.27612552802937,,55.904761904761905,1984.7214285714285,False,1984.7378505285128,1984.610947930198,1984.852484232552,0.24153630235377932
436,Path I 98A,0.22,10850.0,125.413,I 98A,,,,I,98,-1.64332452531393,25.373032506860827,,56.04761904761905,1984.8642857142856,False,1984.8887461412244,1984.7703477973328,1984.995511628749,0.2251638314162392
437,Path I 99A,0.282,13420.0,155.27,I 99A,,,,I,99,-1.5469479336426826,25.36412603737629,,56.19047619047619,1985.0071428571428,False,1985.0403585328395,1984.9324346671615,1985.1349974656778,0.20256279851628278
438,Path I 100A,0.236,10628.0,122.717,I 100A,1.0,,57.0,I,100,-1.31038544034203,25.555378178264426,56.333333333333336,56.333333333333336,1985.1499999999999,True,1985.189271171984,1985.1119901113925,1985.2669527264209,0.15496261502835296
439,Path I 101A,0.278,14147.0,165.55,I 101A,,,,I,101,-1.1390073764212196,25.438190984542747,,56.583333333333336,1985.3999999999999,False,1985.4206829958048,1985.2878338209819,1985.6159033539645,0.32806953298268127
440,Path I 102A,0.286,15905.0,186.297,I 102A,,,,I,102,-1.1736744264517804,25.399911553154098,,56.833333333333336,1985.6499999999999,False,1985.6665568497729,1985.4839753886256,1985.8524490831117,0.36847369448605605
441,Path I 103A,0.234,13082.0,151.503,I 103A,,,,I,103,-1.1325196174706276,25.456546832375604,,57.083333333333336,1985.8999999999999,False,1985.918373918601,1985.7180750082134,1986.0623760370627,0.34430102884925873
442,Path I 104A,0.288,13610.0,157.647,I 104A,1.0,,58.0,I,104,-1.2792672892946924,25.358997296217066,57.333333333333336,57.333333333333336,1986.1499999999999,True,1986.150846514488,1986.0675736177031,1986.2275711503607,0.15999753265759864
443,Path I 105A,0.294,15402.0,180.158,I 105A,,,,I,105,-1.346575054675631,25.44332613525137,,57.583333333333336,1986.3999999999999,False,1986.382407356743,1986.2452650515675,1986.5791997582664,0.33393470669898306
444,Path I 106A,0.294,12593.0,145.2,I 106A,,,,I,106,-1.0556815614187731,25.6817632756698,,57.833333333333336,1986.6499999999999,False,1986.62924572883,1986.4493690044847,1986.8069046319235,0.35753562743889233
445,Path I 107A,0.294,14598.0,169.21,I 107A,,,,I,107,-0.7030614685461607,25.65378489150566,,58.083333333333336,1986.8999999999999,False,1986.876905507665,1986.6751259749437,1987.012988002408,0.33786202746432537
446,Path I 108A,0.27,12044.0,138.942,I 108A,1.0,,59.0,I,108,-0.7493898340673462,25.71298479167981,58.333333333333336,58.333333333333336,1987.1499999999999,True,1987.1111940660821,1987.0321752418301,1987.1856138985627,0.15343865673253276
447,Path I 109A,0.326,14515.0,169.905,I 109A,,,,I,109,-1.1173531172403512,25.5569046525131,,58.53333333333334,1987.35,False,1987.2919339978373,1987.1817722808755,1987.426841172163,0.2450688912874739
448,Path I 110A,0.298,12680.0,146.527,I 110A,,,,I,110,-1.425758149485147,25.436035172662613,,58.733333333333334,1987.55,False,1987.4752477185384,1987.3438882459593,1987.6137618999721,0.2698736540128266
449,Path I 111A,0.21,10481.0,120.876,I 111A,,,,I,111,-1.4966670061610865,25.670016274160915,,58.93333333333334,1987.75,False,1987.6590473075912,1987.5300701297165,1987.7912320524367,0.2611619227202482
450,Path I 112A,0.28,13129.0,151.702,I 112A,,,,I,112,-1.2343845998904157,25.836319043721225,,59.13333333333333,1987.95,False,1987.844413532998,1987.7224854703973,1987.9512046559146,0.2287191855173205
451,Path I 113A,0.274,12995.0,150.041,I 113A,1.0,,60.0,I,113,-1.0795975553357737,25.444092977747246,59.333333333333336,59.333333333333336,1988.1499999999999,True,1988.0271125804193,1987.949613177719,1988.095602431241,0.1459892535222025
452,Path I 114A,0.278,13130.0,152.015,I 114A,,,,I,114,-1.0463656920404383,25.6070262271595,,59.47619047619048,1988.292857142857,False,1988.1468448886994,1988.0618197476797,1988.2293926561179,0.16757290843816008
453,Path I 115A,0.234,11354.0,131.204,I 115A,,,,I,115,-1.382663721440355,25.88993592592261,,59.61904761904762,1988.4357142857143,False,1988.2660872772176,1988.1754123175365,1988.356317978279,0.18090566074261005
454,Path I 116A,0.23,10308.0,118.651,I 116A,,,,I,116,-1.1951274524461661,25.913287216317077,,59.761904761904766,1988.5785714285714,False,1988.386192903119,1988.290835756021,1988.4845585028918,0.19372274687088975
455,Path I 117A,0.22,11049.0,127.265,I 117A,,,,I,117,-0.6968671831457443,25.843343509263942,,59.904761904761905,1988.7214285714285,False,1988.5046312288296,1988.4117659359267,1988.599648458607,0.18788252268018368
456,Path I 118A,0.222,10744.0,123.915,I 118A,,,,I,118,-1.0990225408524699,25.726356613960938,,60.04761904761905,1988.8642857142856,False,1988.6247592258223,1988.5296964288252,1988.7192649273222,0.1895684984970103
457,Path I 119A,0.268,12888.0,150.352,I 119A,,,,I,119,-1.0888876595338557,25.746301729596727,,60.19047619047619,1989.0071428571428,False,1988.7442143408455,1988.654364257773,1988.8310128076969,0.17664854992381152
458,Path I 120A,0.274,13131.0,151.796,I 120A,1.0,,61.0,I,120,-1.2288302686113852,26.04104786311266,60.333333333333336,60.333333333333336,1989.1499999999999,True,1988.863617953817,1988.7892339916903,1988.9409729771814,0.15173898549119258
459,Path I 121A,0.238,12079.0,139.557,I 121A,,,,I,121,-1.5694678214091302,25.91165298151915,,60.68333333333334,1989.5,False,1988.9945826837884,1988.9022349375207,1989.1053693431638,0.20313440564314078
460,Path I 122A,0.302,11188.0,129.156,I 122A,,,61.7,I,122,-1.545975043491485,25.896924538048385,61.03333333333334,61.03333333333334,1989.85,False,1989.1263768823462,1989.015767983674,1989.2620320555236,0.2462640718495095
461,12 SPL A4 Path H 1A,0.23,12325.0,156.808,H 1A,,,60.7,H,1,-1.4905046538644569,25.454110568148177,60.03333333333334,60.03333333333334,1988.85,False,1987.476234317383,1987.2636557635815,1987.6513314767253,0.3876757131438353
462,12 SPL A4 Path H 2A,0.226,12115.0,147.048,H 2A,,,,H,2,-1.673056070118096,25.56444569384453,,59.91666666666667,1988.7333333333333,False,1987.6392531427834,1987.4353801741474,1987.801883053265,0.366502879117661
463,12 SPL A4 Path H 3A,0.228,11458.0,145.164,H 3A,,,,H,3,-1.8017107878615881,25.646424219822958,,59.800000000000004,1988.6166666666666,False,1987.7983687037813,1987.613484164288,1987.9527548416925,0.3392706774045564
464,12 SPL A4 Path H 4A,0.252,14114.0,175.803,H 4A,,,,H,4,-1.538369985598171,25.70489917053745,,59.68333333333334,1988.5,False,1987.9569748644333,1987.7903860853241,1988.0978794578848,0.307493372560657
