,sample,age1,path,sample1,age_lin
63,N 44A,,N,44,6.8
64,N 45A,,N,45,6.9
65,N 46A,7.0,N,46,7.0
66,N 47A,,N,47,7.125
67,N 48A,,N,48,7.25
68,N 49A,,N,49,7.375
69,N 50A,,N,50,7.5
70,N 51A,,N,51,7.625
71,N 52A,,N,52,7.75
72,N 53A,,N,53,7.875
73,N 54A,8.0,N,54,8.0
74,N 55A,,N,55,
75,N 56A,,N,56,
76,N 57A,,N,57,
77,N 58A,,N,58,
78,N 59A,,N,59,
79,N 60A,,N,60,
80,N 61A,,N,61,
81,M 1A,,M,1,
82,M 2A,,M,2,
83,M 3A,8.0,M,3,8.0
84,M 4A,,M,4,8.166666666666666
85,M 5A,,M,5,8.333333333333334
86,M 6A,,M,6,8.5
87,M 7A,,M,7,8.666666666666666
88,M 8A,,M,8,8.833333333333334
89,M 9A,9.0,M,9,9.0
90,M 10A,,M,10,9.166666666666666
91,M 11A,,M,11,9.333333333333334
92,M 12A,,M,12,9.5
93,M 13A,,M,13,9.666666666666666
94,M 14A,,M,14,9.833333333333334
95,M 15A,10.0,M,15,10.0
96,M 16A,,M,16,10.25
97,M 17A,,M,17,10.5
98,M 18A,,M,18,10.75
99,M 19A,11.0,M,19,11.0
100,M 20A,,M,20,11.142857142857142
101,M 21A,,M,21,11.285714285714286
102,M 22A,,M,22,11.428571428571429
103,M 23A,,M,23,11.571428571428571
104,M 24A,,M,24,11.714285714285714
105,M 25A,,M,25,11.857142857142858
106,M 26A,12.0,M,26,12.0
107,M 27A,,M,27,12.166666666666666
108,M 28A,,M,28,12.333333333333334
109,M 29A,,M,29,12.5
110,M 30A,,M,30,12.666666666666666
111,M 31A,,M,31,12.833333333333334
112,M 32A,13.0,M,32,13.0
113,M 33A,,M,33,13.25
114,M 34A,,M,34,13.5
115,M 35A,,M,35,13.75
116,M 36A,14.0,M,36,14.0
117,M 37A,,M,37,14.25
118,M 38A,,M,38,14.5
119,M 39A,,M,39,14.75
120,M 40A,15.0,M,40,15.0
121,M 41A,,M,41,15.166666666666666
122,M 42A,,M,42,15.333333333333334
123,M 43A,,M,43,15.5
124,M 44A,,M,44,15.666666666666666
125,M 45A,,M,45,15.833333333333334
126,M 46A,16.0,M,46,16.0
127,M 47A,,M,47,16.2
128,M 48A,,M,48,16.4
129,M 49A,,M,49,16.6
130,M 50A,,M,50,16.8
131,M 51A,17.0,M,51,17.0
132,M 52A,,M,52,17.125
133,M 53A,,M,53,17.25
134,M 54A,,M,54,17.375
135,M 55A,,M,55,17.5
136,M 56A,,M,56,17.625
137,M 57A,,M,57,17.75
138,M 58A,,M,58,17.875
139,M 59A,18.0,M,59,18.0
140,M 60A,,M,60,18.25
141,M 61A,,M,61,18.5
142,M 62A,,M,62,18.75
143,M 63A,19.0,M,63,19.0
144,M 64A,,M,64,19.166666666666668
145,M 65A,,M,65,19.333333333333332
146,M 66A,,M,66,19.5
147,M 67A,,M,67,19.666666666666668
148,M 68A,,M,68,19.833333333333332
149,M 69A,20.0,M,69,20.0
150,M 70A,,M,70,20.125
151,M 71A,,M,71,20.25
152,M 72A,,M,72,20.375
153,M 73A,,M,73,20.5
154,M 74A,,M,74,20.625
155,M 75A,,M,75,20.75
156,M 76A,,M,76,20.875
157,M 77A,21.0,M,77,21.0
158,M 78A,,M,78,21.11111111111111
159,M 79A,,M,79,21.22222222222222
160,M 80A,,M,80,21.333333333333332
161,M 81A,,M,81,21.444444444444443
162,M 82A,,M,82,21.555555555555557
163,M 83A,,M,83,21.666666666666668
164,M 84A,,M,84,21.77777777777778
165,M 85A,,M,85,21.88888888888889
166,M 86A,22.0,M,86,22.0
167,M 87A,,M,87,22.166666666666668
168,M 88A,,M,88,22.333333333333332
169,M 89A,,M,89,22.5
170,M 90A,,M,90,22.666666666666668
171,M 91A,,M,91,22.833333333333332
172,M 92A,23.0,M,92,23.0
173,M 93A,,M,93,23.1
174,M 94A,,M,94,23.2
175,M 95A,,M,95,23.3
176,M 96A,,M,96,23.4
177,M 97A,,M,97,23.5
178,M 98A,,M,98,23.6
179,M 99A,,M,99,23.7
180,M 100A,,M,100,23.8
181,M 101A,,M,101,23.9
182,M 102A,24.0,M,102,24.0
183,M 103A,,M,103,24.142857142857142
184,M 104A,,M,104,24.285714285714285
185,M 105A,,M,105,24.428571428571427
186,M 106A,,M,106,24.571428571428573
187,M 107A,,M,107,24.714285714285715
188,M 108A,,M,108,24.857142857142858
189,M 109A,25.0,M,109,25.0
190,M 110A,,M,110,
191,L 1A,,L,1,
192,L 2A,,L,2,
193,L 3A,,L,3,
194,L 4A,,L,4,
195,L 5A,,L,5,
196,L 6A,,L,6,
197,L 7A,26.0,L,7,26.0
198,L 8A,,L,8,26.125
199,L 9A,,L,9,26.25
200,L 10A,,L,10,26.375
201,L 11A,,L,11,26.5
202,L 12A,,L,12,26.625
203,L 13A,,L,13,26.75
204,L 14A,,L,14,26.875
205,L 15A,27.0,L,15,27.0
206,L 16A,,L,16,27.25
207,L 17A,,L,17,27.5
208,L 18A,,L,18,27.75
209,L 19A,28.0,L,19,28.0
210,L 20A,,L,20,28.166666666666668
211,L 21A,,L,21,28.333333333333332
212,L 22A,,L,22,28.5
213,L 23A,,L,23,28.666666666666668
214,L 24A,,L,24,28.833333333333332
215,L 25A,29.0,L,25,29.0
216,L 26A,29.0,L,26,29.0
217,L 27A,,L,27,29.2
218,L 28A,,L,28,29.4
219,L 29A,,L,29,29.6
220,L 30A,,L,30,29.8
221,L 31A,30.0,L,31,30.0
222,L 32A,,L,32,30.142857142857142
223,L 33A,,L,33,30.285714285714285
224,L 34A,,L,34,30.428571428571427
225,L 35A,,L,35,30.571428571428573
226,L 36A,,L,36,30.714285714285715
227,L 37A,,L,37,30.857142857142858
228,L 38A,31.0,L,38,31.0
229,L 39A,,L,39,31.166666666666668
230,L 40A,,L,40,31.333333333333332
231,L 41A,,L,41,31.5
232,L 42A,,L,42,31.666666666666668
233,L 43A,,L,43,31.833333333333332
234,L 44A,32.0,L,44,32.0
235,L 45A,,L,45,
236,K 1A,,K,1,
237,K 2A,,K,2,
238,K 3A,33.0,K,3,33.0
239,K 4A,,K,4,33.125
240,K 5A,,K,5,33.25
241,K 6A,,K,6,33.375
242,K 7A,,K,7,33.5
243,K 8A,,K,8,33.625
244,K 9A,,K,9,33.75
245,K 10A,,K,10,33.875
246,K 11A,34.0,K,11,34.0
247,K 12A,,K,12,34.125
248,K 13A,,K,13,34.25
249,K 14A,,K,14,34.375
250,K 15A,,K,15,34.5
251,K 16A,,K,16,34.625
252,K 17A,,K,17,34.75
253,K 18A,,K,18,34.875
254,K 19A,35.0,K,19,35.0
255,K 20A,,K,20,35.2
256,K 21A,,K,21,35.4
257,K 22A,,K,22,35.6
258,K 23A,,K,23,35.8
259,K 24A,36.0,K,24,36.0
260,K 25A,,K,25,36.25
261,K 26A,,K,26,36.5
262,K 27A,,K,27,36.75
263,K 28A,37.0,K,28,37.0
264,K 29A,,K,29,37.25
265,K 30A,,K,30,37.5
266,K 31A,,K,31,37.75
267,K 32A,38.0,K,32,38.0
268,K 33A,,K,33,38.25
269,K 34A,,K,34,38.5
270,K 35A,,K,35,38.75
271,K 36A,39.0,K,36,39.0
272,K 37A,,K,37,39.142857142857146
273,K 38A,,K,38,39.285714285714285
274,K 39A,,K,39,39.42857142857143
275,K 40A,,K,40,39.57142857142857
276,K 41A,,K,41,39.714285714285715
277,K 42A,,K,42,39.857142857142854
278,K 43A,40.0,K,43,40.0
279,K 44A,,K,44,40.166666666666664
280,K 45A,,K,45,40.333333333333336
281,K 46A,,K,46,40.5
282,K 47A,,K,47,40.666666666666664
283,K 48A,,K,48,40.833333333333336
284,K 49A,41.0,K,49,41.0
285,K 50A,,K,50,41.142857142857146
286,K 51A,,K,51,41.285714285714285
287,K 52A,,K,52,41.42857142857143
288,K 53A,,K,53,41.57142857142857
289,K 54A,,K,54,41.714285714285715
290,K 55A,,K,55,41.857142857142854
291,K 56A,42.0,K,56,42.0
292,K 57A,,K,57,42.142857142857146
293,K 58A,,K,58,42.285714285714285
294,K 59A,,K,59,42.42857142857143
295,K 60A,,K,60,42.57142857142857
296,K 61A,,K,61,42.714285714285715
297,K 62A,,K,62,42.857142857142854
298,K 63A,43.0,K,63,43.0
299,K 64A,,K,64,43.142857142857146
300,K 65A,,K,65,43.285714285714285
301,K 66A,,K,66,43.42857142857143
302,K 67A,,K,67,43.57142857142857
303,K 68A,,K,68,43.714285714285715
304,K 69A,,K,69,43.857142857142854
305,K 70A,44.0,K,70,44.0
306,K 71A,,K,71,
307,K 72A,,K,72,
308,K 73A,,K,73,
309,K 74A,,K,74,
310,J 1A,,J,1,
311,J 2A,,J,2,
312,J 3A,,J,3,
313,J 4A,,J,4,
314,J 5A,,J,5,
315,J 6A,45.0,J,6,45.0
316,J 7A,,J,7,45.1
317,J 8A,,J,8,45.2
318,J 9A,,J,9,45.3
319,J 10A,,J,10,45.4
320,J 11A,,J,11,45.5
321,J 12A,,J,12,45.6
322,J 13A,,J,13,45.7
323,J 14A,,J,14,45.8
324,J 15A,,J,15,45.9
325,J 16A,46.0,J,16,46.0
326,J 17A,,J,17,46.083333333333336
327,J 18A,,J,18,46.166666666666664
328,J 19A,,J,19,46.25
329,J 20A,,J,20,46.333333333333336
330,J 21A,,J,21,46.416666666666664
331,J 23A,,J,23,46.583333333333336
332,J 24A,,J,24,46.666666666666664
333,J 25A,,J,25,46.75
334,J 26A,,J,26,46.833333333333336
335,J 27A,,J,27,46.916666666666664
336,J 28A,47.0,J,28,47.0
337,J 29A,,J,29,
338,J 30A,,J,30,
339,I 1A,46.0,I,1,46.0
340,I 2A,,I,2,46.142857142857146
341,I 3A,,I,3,46.285714285714285
342,I 4A,,I,4,46.42857142857143
343,I 5A,,I,5,46.57142857142857
344,I 6A,,I,6,46.714285714285715
345,I 7A,,I,7,46.857142857142854
346,I 8A,47.0,I,8,47.0
347,I 9A,,I,9,47.111111111111114
348,I 10A,,I,10,47.22222222222222
349,I 11A,,I,11,47.333333333333336
350,I 12A,,I,12,47.44444444444444
351,I 13A,,I,13,47.55555555555556
352,I 14A,,I,14,47.666666666666664
353,I 15A,,I,15,47.77777777777778
354,I 16A,,I,16,47.888888888888886
355,I 17A,48.0,I,17,48.0
356,I 18A,,I,18,48.09090909090909
357,I 19A,,I,19,48.18181818181818
358,I 20A,,I,20,48.27272727272727
359,I 21A,,I,21,48.36363636363637
360,I 22A,,I,22,48.45454545454545
361,I 23A,,I,23,48.54545454545455
362,I 24A,,I,24,48.63636363636363
363,I 25A,,I,25,48.72727272727273
364,I 26A,,I,26,48.81818181818182
365,I 27A,,I,27,48.90909090909091
366,I 28A,49.0,I,28,49.0
367,I 29A,,I,29,49.166666666666664
368,I 30A,,I,30,49.333333333333336
369,I 31A,,I,31,49.5
370,I 32A,,I,32,49.666666666666664
371,I 33A,,I,33,49.833333333333336
372,I 34A,50.0,I,34,50.0
373,I 35A,,I,35,50.142857142857146
374,I 36A,,I,36,50.285714285714285
375,I 37A,,I,37,50.42857142857143
376,I 38A,,I,38,50.57142857142857
377,I 39A,,I,39,50.714285714285715
378,I 40A,,I,40,50.857142857142854
379,I 41A,51.0,I,41,51.0
380,I 42A,,I,42,51.125
381,I 43A,,I,43,51.25
382,I 44A,,I,44,51.375
383,I 45A,,I,45,51.5
384,I 46A,,I,46,51.625
385,I 47A,,I,47,51.75
386,I 48A,,I,48,51.875
387,I 49A,52.0,I,49,52.0
388,I 50A,,I,50,52.125
389,I 51A,,I,51,52.25
390,I 52A,,I,52,52.375
391,I 53A,,I,53,52.5
392,I 54A,,I,54,52.625
393,I 55A,,I,55,52.75
394,I 56A,,I,56,52.875
395,I 57A,53.0,I,57,53.0
396,I 58A,,I,58,53.142857142857146
397,I 59A,,I,59,53.285714285714285
398,I 60A,,I,60,53.42857142857143
399,I 61A,,I,61,53.57142857142857
400,I 62A,,I,62,53.714285714285715
401,I 63A,,I,63,53.857142857142854
402,I 64A,54.0,I,64,54.0
403,I 65A,,I,65,54.111111111111114
404,I 66A,,I,66,54.22222222222222
405,I 67A,,I,67,54.333333333333336
406,I 68A,,I,68,54.44444444444444
407,I 69A,,I,69,54.55555555555556
408,I 70A,,I,70,54.666666666666664
409,I 71A,,I,71,54.77777777777778
410,I 72A,,I,72,54.888888888888886
411,I 73A,55.0,I,73,55.0
412,I 74A,,I,74,55.142857142857146
413,I 75A,,I,75,55.285714285714285
414,I 76A,,I,76,55.42857142857143
415,I 77A,,I,77,55.57142857142857
416,I 78A,,I,78,55.714285714285715
417,I 79A,,I,79,55.857142857142854
418,I 80A,56.0,I,80,56.0
419,I 81A,,I,81,56.142857142857146
420,I 82A,,I,82,56.285714285714285
421,I 83A,,I,83,56.42857142857143
422,I 84A,,I,84,56.57142857142857
423,I 85A,,I,85,56.714285714285715
424,I 86A,,I,86,56.857142857142854
425,I 87A,57.0,I,87,57.0
426,I 88A,,I,88,57.125
427,I 89A,,I,89,57.25
428,I 90A,,I,90,57.375
429,I 91A,,I,91,57.5
430,I 92A,,I,92,57.625
431,I 93A,,I,93,57.75
432,I 94A,,I,94,57.875
433,I 95A,58.0,I,95,58.0
434,I 96A,,I,96,58.25
435,I 97A,,I,97,58.5
436,I 98A,,I,98,58.75
437,I 99A,59.0,I,99,59.0
438,I 100A,,I,100,59.111111111111114
439,I 101A,,I,101,59.22222222222222
440,I 102A,,I,102,59.333333333333336
441,I 103A,,I,103,59.44444444444444
442,I 104A,,I,104,59.55555555555556
443,I 105A,,I,105,59.666666666666664
444,I 106A,,I,106,59.77777777777778
445,I 107A,,I,107,59.888888888888886
446,I 108A,60.0,I,108,60.0
447,I 109A,,I,109,60.333333333333336
448,I 110A,,I,110,60.666666666666664
449,I 111A,61.0,I,111,61.0
450,I 112A,,I,112,61.5
451,I 113A,62.0,I,113,62.0
452,I 114A,63.0,I,114,63.0
453,I 115A,,I,115,63.25
454,I 116A,,I,116,63.5
455,I 117A,,I,117,63.75
456,I 118A,64.0,I,118,64.0
457,I 119A,,I,119,
458,I 120A,,I,120,
459,I 121A,,I,121,
460,I 122A,,I,122,
461,H 1A,,H,1,
462,H 2A,,H,2,
463,H 3A,,H,3,
464,H 4A,,H,4,
465,H 5A,63.0,H,5,63.0
466,H 6A,,H,6,63.166666666666664
467,H 7A,,H,7,63.333333333333336
468,H 8A,,H,8,63.5
469,H 9A,,H,9,63.666666666666664
470,H 10A,,H,10,63.833333333333336
471,H 11A,64.0,H,11,64.0
472,H 12A,,H,12,64.16666666666667
473,H 13A,,H,13,64.33333333333333
474,H 14A,,H,14,64.5
475,H 15A,,H,15,64.66666666666667
476,H 16A,,H,16,64.83333333333333
477,H 17A,65.0,H,17,65.0
478,H 18A,,H,18,65.14285714285714
479,H 19A,,H,19,65.28571428571429
480,H 20A,,H,20,65.42857142857143
481,H 21A,,H,21,65.57142857142857
482,H 22A,,H,22,65.71428571428571
483,H 23A,,H,23,65.85714285714286
484,H 24A,66.0,H,24,66.0
485,H 25A,,H,25,66.14285714285714
486,H 26A,,H,26,66.28571428571429
487,H 27A,,H,27,66.42857142857143
488,H 28A,,H,28,66.57142857142857
489,H 29A,,H,29,66.71428571428571
490,H 30A,,H,30,66.85714285714286
491,H 31A,67.0,H,31,67.0
492,H 32A,,H,32,67.14285714285714
493,H 33A,,H,33,67.28571428571429
494,H 34A,,H,34,67.42857142857143
495,H 35A,,H,35,67.57142857142857
496,H 36A,,H,36,67.71428571428571
497,H 37A,,H,37,67.85714285714286
498,H 38A,68.0,H,38,68.0
499,H 39A,,H,39,68.16666666666667
500,H 40A,,H,40,68.33333333333333
501,H 41A,,H,41,68.5
502,H 42A,,H,42,68.66666666666667
503,H 43A,,H,43,68.83333333333333
504,H 44A,69.0,H,44,69.0
505,H 45A,,H,45,69.16666666666667
506,H 46A,,H,46,69.33333333333333
507,H 47A,,H,47,69.5
508,H 48A,,H,48,69.66666666666667
509,H 49A,,H,49,69.83333333333333
510,H 50A,70.0,H,50,70.0
511,H 51A,,H,51,70.14285714285714
512,H 52A,,H,52,70.28571428571429
513,H 53A,,H,53,70.42857142857143
514,H 54A,,H,54,70.57142857142857
515,H 55A,,H,55,70.71428571428571
516,H 56A,,H,56,70.85714285714286
517,H 57A,71.0,H,57,71.0
518,H 58A,,H,58,71.14285714285714
519,H 59A,,H,59,71.28571428571429
520,H 60A,,H,60,71.42857142857143
521,H 61A,,H,61,71.57142857142857
522,H 62A,,H,62,71.71428571428571
523,H 63A,,H,63,71.85714285714286
524,H 64A,72.0,H,64,72.0
525,H 65A,,H,65,72.125
526,H 66A,,H,66,72.25
527,H 67A,,H,67,72.375
528,H 68A,,H,68,72.5
529,H 69A,,H,69,72.625
530,H 70A,,H,70,72.75
531,H 71A,,H,71,72.875
532,H 72A,73.0,H,72,73.0
533,H 73A,,H,73,73.16666666666667
534,H 74A,,H,74,73.33333333333333
535,H 75A,,H,75,73.5
536,H 76A,,H,76,73.66666666666667
537,H 77A,,H,77,73.83333333333333
538,H 78A,74.0,H,78,74.0
539,H 79A,,H,79,74.14285714285714
540,H 80A,,H,80,74.28571428571429
541,H 81A,,H,81,74.42857142857143
542,H 82A,,H,82,74.57142857142857
543,H 83A,,H,83,74.71428571428571
544,H 84A,,H,84,74.85714285714286
545,H 85A,75.0,H,85,75.0
546,H 86A,,H,86,75.11111111111111
547,H 87A,,H,87,75.22222222222223
548,H 88A,,H,88,75.33333333333333
549,H 89A,,H,89,75.44444444444444
550,H 90A,,H,90,75.55555555555556
551,H 91A,,H,91,75.66666666666667
552,H 92A,,H,92,75.77777777777777
553,H 93A,,H,93,75.88888888888889
554,H 94A,76.0,H,94,76.0
555,H 95A,,H,95,76.25
556,H 96A,,H,96,76.5
557,H 97A,,H,97,76.75
558,H 98A,77.0,H,98,77.0
559,H 99A,,H,99,77.16666666666667
560,H 100A,,H,100,77.33333333333333
561,H 101A,,H,101,77.5
562,H 102A,,H,102,77.66666666666667
563,H 103A,,H,103,77.83333333333333
564,H 104A,78.0,H,104,78.0
565,H 105A,,H,105,78.2
566,H 106A,,H,106,78.4
567,H 107A,,H,107,78.6
568,H 108A,,H,108,78.8
569,H 109A,79.0,H,109,79.0
570,H 110A,,H,110,79.33333333333333
571,H 111A,,H,111,79.66666666666667
572,H 112A,80.0,H,112,80.0
573,H 113A,,H,113,
